[55831],0.016622085422748213
[55831, 55843],0.010991853862603387
[55831, 55875],0.012952219749617319
[55267, 55831],0.012871636921525828
[56765],0.011507893528013317
[56761, 56765],0.012230887316450384
[55327],0.023890135146865218
[55323, 55327],0.03287596704231647
[55295, 55323, 55387],0.012520329599840296
[55295, 55315],0.021661813551824716
[55295, 55315, 55319],0.01804603823829682
[55271, 55295, 55315],0.013178645012647209
[55291, 55295, 55315],0.014305717680148789
[55295, 55315, 55351],0.015562039815637523
[55267, 55295, 55315],0.017021020882035984
[55283, 55295, 55315],0.011457866327870254
[55267, 55295],0.03758109451912222
[55267, 55271, 55295],0.012629696185916877
[55267, 55291, 55295],0.014527575449502513
[55267, 55295, 55319],0.016315397418124822
[55267, 55283, 55295],0.011991511480558527
[55295, 55559],0.011115815959613863
[55271, 55295],0.023066618560512384
[55271, 55295, 55319],0.016606123384790363
[55271, 55295, 55351],0.011220320987284399
[55271, 55291, 55295],0.012481408103356094
[55283, 55295],0.01713772953584828
[55283, 55295, 55319],0.014139924627201485
[55283, 55291, 55295],0.017467100317155673
[55295, 55351],0.021917736049543838
[55267, 55295, 55351],0.01292956714186766
[55295, 55319, 55351],0.01619526892408908
[55295, 55319],0.023938779206085104
[55291, 55295, 55319],0.02253402064752803
[55295, 55319, 253633],0.01327598273910681
[55295, 56761],0.015325996299511497
[55291, 55295],0.02253402064752803
[55291, 55295, 55351],0.012542010941269006
[55291, 55295, 55367],0.011794287688199984
[55275, 55295],0.012154260683937497
[55295, 55367],0.011836121110387388
[55295, 55323, 55367],0.010071131297909524
[55295, 55315, 55367],0.010131772128207803
[55295, 55343],0.024819133675020227
[55295, 55343, 55351],0.010445852246093295
[55295, 55387],0.015674917187819118
[55295, 55315, 55387],0.013868962696564104
[55267, 55295, 55387],0.014906119106790483
[55291, 55295, 55387],0.010510368720133284
[55283, 55295, 55387],0.010460519676852707
[55295, 253633],0.01327598273910681
[55295, 55315, 253633],0.012182712088597817
[55295, 305417],0.012026702894345587
[55295, 305413],0.010578235563009375
[55283],0.01713772953584828
[55267, 55283],0.03758109451912222
[55271, 55283],0.023066618560512384
[55271, 55283, 55295],0.01243710511834853
[55283, 55351],0.021917736049543838
[55283, 55291],0.02253402064752803
[55283, 55291, 55319],0.012525705267685304
[55283, 55291, 55315],0.011620861249668504
[55267, 55283, 55291],0.011117952425428287
[55283, 55291, 55351],0.013437260238077852
[55283, 55319],0.023938779206085104
[55283, 55315, 55319],0.010444042106598453
[55267, 55283, 55319],0.014819407190674014
[55271, 55283, 55319],0.010579368968278673
[55283, 55315],0.021661813551824716
[55267, 55283, 55315],0.011206720510482524
[55283, 55343],0.01995154255252954
[55283, 55367],0.011836121110387388
[55283, 55387],0.015674917187819118
[55283, 253633],0.01327598273910681
[55283, 305417],0.011143483574676543
[84731],0.01554192907493838
[55779],0.010355023628859782
[55343],0.024819133675020227
[55271, 55343],0.023066618560512384
[55271, 55323, 55343],0.010211175328068225
[55319, 55343],0.023938779206085104
[55275, 55343],0.012154260683937497
[55291, 55343],0.02253402064752803
[55343, 55351],0.021917736049543838
[55319, 55343, 55351],0.013761188493800603
[55315, 55343],0.021661813551824716
[55315, 55319, 55343],0.011442387305718102
[55315, 55343, 55351],0.010451230272502535
[55343, 55367],0.010757362586416101
[55267, 55343],0.03264465562555226
[81699],0.010836510207986073
[89705],0.01008539574690641
[55319],0.023938779206085104
[55283, 55319, 55351],0.013870959141635386
[55319, 55351],0.021917736049543838
[55315, 55319, 55351],0.01734690594031127
[55271, 55319, 55351],0.013726818677463615
[55291, 55319, 55351],0.012807217889589927
[55267, 55319, 55351],0.016525591916075374
[55291, 55319],0.02253402064752803
[55291, 55315, 55319],0.020774095932189714
[55271, 55291, 55319],0.013860054896741572
[55267, 55291, 55319],0.020713562163301596
[55267, 55319],0.03758109451912222
[55267, 55315, 55319],0.01744418515361582
[55267, 55271, 55319],0.017983927548534794
[55315, 55319],0.021661813551824716
[55271, 55315, 55319],0.016384295615431494
[55315, 55319, 55367],0.011567077807296999
[55315, 55319, 253633],0.013275689633727474
[55271, 55319],0.023066618560512384
[55319, 55559],0.011081752274843983
[55319, 55367],0.011836121110387388
[55295, 55319, 55367],0.011584506373870635
[55275, 55319],0.012154260683937497
[55319, 55551],0.013286331945432233
[55319, 56761],0.011027510155955725
[55319, 55387],0.015674917187819118
[55267, 55319, 55387],0.011337894400463308
[55315, 55319, 55387],0.01051172799167989
[55319, 253633],0.01327598273910681
[55319, 305417],0.012026702894345587
[55319, 305413],0.010578235563009375
[55367],0.011836121110387388
[55291, 55367],0.02253402064752803
[55271, 55367],0.023066618560512384
[55319, 55367, 253633],0.01327598273910681
[55275, 55367],0.011673723040255065
[55351, 55367],0.019566530738992394
[55315, 55367],0.021661813551824716
[55367, 55387],0.015674917187819118
[55267, 55367],0.03758109451912222
[55367, 253633],0.01327598273910681
[55367, 305413],0.010249043793552803
[55367, 305417],0.011534443990117264
[222487],0.015716877798214318
[55875],0.011873307564574578
[55323, 55875],0.011873307564574578
[55875, 56761],0.011035795196512899
[55315, 55875],0.011621758769945992
[55267, 55875],0.01580872000924756
[55871, 55875],0.010969264840693552
[55843, 55875],0.01255136630795405
[55291, 55875],0.011120631553744962
[55351, 55875],0.011873307564574578
[55319, 55875],0.011873307564574578
[55295, 55875],0.011873307564574578
[55315],0.021661813551824716
[55315, 55323, 253633],0.01327598273910681
[55315, 56761],0.012518806028565801
[55267, 55315],0.03758109451912222
[55267, 55271, 55315],0.014232619578312873
[55267, 55291, 55315],0.01009273198593377
[55315, 55351],0.021917736049543838
[55267, 55315, 55351],0.019003042252094402
[55271, 55315, 55351],0.012361744604048557
[55271, 55315],0.023066618560512384
[55271, 55291, 55315],0.012562427360801808
[55291, 55315],0.02253402064752803
[55291, 55315, 55351],0.011493064466888348
[55271, 55283, 55315],0.010695439457707663
[55275, 55315],0.012154260683937497
[55315, 55387],0.015674917187819118
[55315, 253633],0.01327598273910681
[55315, 305413],0.010578235563009375
[55315, 305417],0.012026702894345587
[55819],0.011629009410050269
[55267],0.03758109451912222
[55267, 56761],0.016101374328397353
[55267, 56769],0.012197206896929496
[55267, 55271],0.023066618560512384
[55267, 55351],0.021917736049543838
[55267, 55271, 55351],0.012762201936851925
[55267, 55291],0.02253402064752803
[55267, 55291, 55351],0.013529114890004145
[55267, 55271, 55291],0.014455464706510155
[55267, 55291, 55327],0.013285904189148608
[55267, 55487],0.013833642096320127
[55267, 55551],0.016537850175085873
[55267, 55387],0.015674917187819118
[55267, 253633],0.01327598273910681
[55267, 305417],0.012026702894345587
[55267, 305413],0.010578235563009375
[55559],0.011115815959613863
[55315, 55559],0.011115815959613863
[55267, 55559],0.010772001452552924
[55551, 55559],0.016537850175085873
[55271],0.023066618560512384
[55267, 55271, 55283],0.012544930164340528
[55271, 55291],0.02253402064752803
[55271, 55283, 55291],0.015588172588539444
[55271, 55351],0.021917736049543838
[55271, 55323, 55351],0.018876121187025214
[55271, 55291, 55351],0.01020284846845497
[55271, 55275],0.012154260683937497
[55271, 55319, 55367],0.011709626944846337
[55271, 55387],0.015674917187819118
[55271, 55319, 55387],0.011121418530253908
[55271, 253633],0.01327598273910681
[55271, 55319, 253633],0.010560816904025081
[55271, 305417],0.012026702894345587
[55271, 305413],0.011356904985919276
[55351],0.021917736049543838
[55283, 55315, 55351],0.011397932858447974
[55275, 55351],0.012154260683937497
[55351, 56761],0.012817732505767131
[55291, 55351],0.02253402064752803
[55351, 55831],0.0130784966435413
[55351, 55387],0.015674917187819118
[55351, 253633],0.01327598273910681
[55351, 305417],0.012026702894345587
[55291],0.02253402064752803
[55291, 56761],0.012287166983837866
[55291, 55319, 55343],0.010105456507518717
[55275, 55291],0.012154260683937497
[55291, 55387],0.015674917187819118
[55291, 55319, 55387],0.010558082615533896
[55291, 253633],0.01327598273910681
[55291, 305417],0.012026702894345587
[55871],0.010969264840693552
[55843, 55871],0.01255136630795405
[56761],0.016101374328397353
[55271, 56761],0.01040847259207859
[56761, 56769],0.015230223878560422
[55831, 56761],0.010471601665820634
[55327, 56761],0.011433125591966362
[56769],0.015230223878560422
[55323, 56769],0.01515394265607002
[55319, 56769],0.013165869395070742
[55351, 56769],0.012432190140556371
[55315, 56769],0.013340541557981752
[55291, 56769],0.010900235977426983
[55843],0.01255136630795405
[55267, 55843],0.011392952821776632
[55487],0.01022307749980009
[55315, 55487],0.01022307749980009
[55475, 55487],0.01257644465796033
[55503],0.011214409524243248
[55487, 55503],0.012094436110447764
[203729],0.015176427454975685
[203729, 203733],0.013187444596543136
[55275],0.012154260683937497
[55267, 55275],0.01107831914385074
[55275, 55283],0.010306796198025723
[83075],0.016497641075108836
[82615],0.01114872851119514
[86403],0.010827236045687852
[55475],0.014289869360660618
[55475, 55503],0.011666706258483697
[81787],0.010573282900511924
[86187],0.010207261871823631
[222439],0.012050508665189162
[84767],0.010936157416880114
[84603],0.010318974991492655
[222423],0.013174488612729842
[55551],0.016537850175085873
[55323, 55551],0.014256584423436688
[55295, 55551],0.011867444393444008
[55315, 55551],0.010475794279688071
[203733],0.013161404645608266
[78891],0.013730127981829768
[56057],0.011317634569030238
[55323, 56057],0.010044960478529461
[55315, 56057],0.010081149552022675
[89733],0.012365571288050587
[83235],0.018803015827135505
[55387],0.015674917187819118
[55295, 55319, 55387],0.01113633739290625
[55319, 55387, 253633],0.011670463617999293
[55387, 253633],0.01327598273910681
[55387, 305417],0.012026702894345587
[55387, 305413],0.010578235563009375
[82691],0.013265440033685768
[55995],0.01017509722841908
[83935],0.010072778119738071
[56353],0.01000413665798677
[84079],0.010392498059891935
[84735],0.010857645246610271
[79523],0.01117784767945956
[85799],0.013436080243019713
[55935],0.010011752170274026
[55399],0.01201317129667164
[83943],0.010027344658295065
[86071],0.01016132877906545
[55419],0.011376162500357775
[81395],0.010308977673108758
[79271],0.012634178815720884
[229159],0.012039317966086776
[88563],0.01078693027167279
[83851],0.012597405097469866
[84647],0.0124749590009974
[80431],0.013205598166578538
[55911],0.012779687497746259
[78083],0.013563764526675813
[89237],0.012087472353892304
[82091],0.010910572355235734
[88035],0.012574727904387595
[86827],0.01046414589629159
[87119],0.011015113900676197
[239707],0.010394764223961593
[85215],0.01004565695012014
[87303],0.019552300756598886
[88123],0.013145471816454266
[78187],0.013955178880043344
[82563],0.013357263661684552
[88063],0.010570840785234372
[86595],0.011737651281589783
[222891],0.011144451378908219
[244135],0.012021900830451092
[244287],0.01411220741462637
[86151],0.010214027764983806
[244315],0.01044396156269969
[248561],0.015042245828672605
[79847],0.014809081338927414
[88399],0.011168572793948712
[85479],0.011673965210983085
[228783],0.013120301230111674
[80883],0.010279674570214392
[250271],0.014146907320001605
[55323, 250271],0.010131293233798402
[55387, 250271],0.014146907320001605
[250271, 253633],0.010837372049530588
[56209],0.011333265257816602
[56213],0.010302073913511258
[250515],0.011922289452135665
[250535],0.012322801771224474
[85891],0.012996892193416617
[250539],0.011125632750633871
[253633],0.01327598273910681
[55267, 55319, 253633],0.01050133222636413
[55267, 55367, 253633],0.01327598273910681
[55267, 55295, 253633],0.010892550558199002
[55267, 55315, 253633],0.010903830678338973
[55319, 55327, 253633],0.010399484781343941
[55323, 55367, 253633],0.010323656332087034
[253633, 305417],0.012026702894345587
[285305],0.01089232010544092
[250327],0.018814142179230185
[272163],0.01253224933103549
[305413],0.010578235563009375
[253633, 305413],0.010578235563009375
[55323, 305413],0.010578235563009375
[55283, 305413],0.010578235563009375
[306049],0.014430241816134616
[305417],0.012026702894345587
[55327, 305417],0.010391645728941419
[305413, 305417],0.012026702894345587
[303741],0.011819045352314785
[305785],0.012908667013741527
[305817],0.011004583344342303
[321349],0.016073242009921176
[329841],0.019078163828110787
