[55835],0.011693834601859233
[55831, 55835],0.012977184891440645
[55835, 55871],0.010181572483879337
[55831],0.012977184891440645
[55831, 55871],0.010360863581256357
[55831, 56761],0.012644505610000809
[55831, 55859],0.010019511850085833
[56765],0.012506603127710876
[55287],0.010069563303116922
[55287, 55323],0.03432418631159819
[55307, 55323, 55351],0.010862005644943346
[55323, 55551],0.016708974229058628
[55319, 55323],0.020949869765379665
[55271, 55319, 55323],0.017335194428739747
[55319, 55323, 55335],0.011404253800926429
[55291, 55319, 55323],0.014682368012047116
[55283, 55319, 55323],0.010405032486893
[55307, 55323],0.012479900500309324
[55307, 55315, 55323],0.010876746167868979
[55271, 55323],0.027149070208682333
[55271, 55287, 55323],0.013188158231161944
[55271, 55323, 55351],0.010389175326526636
[55271, 55291, 55323],0.014682368012047116
[55271, 55323, 55327],0.01176860264473739
[55271, 55283, 55323],0.01086855873413601
[55323, 55335],0.011404253800926429
[55267, 55323, 55335],0.011404253800926429
[55291, 55323],0.014682368012047116
[55291, 55323, 55327],0.010265697402295881
[55283, 55323],0.02166324162758777
[55283, 55291, 55323],0.014585245051459047
[55275, 55323],0.012494393185576581
[55323, 55831],0.01253001404925322
[55323, 55891],0.010752059506879796
[55323, 55387],0.02247729099863304
[55323, 250271],0.010263097468919822
[55295],0.0176428341112997
[55271, 55295],0.027149070208682333
[55267, 55271, 55295],0.011736605546950074
[55271, 55295, 55327],0.010818751573746005
[55271, 55295, 55319],0.01578921714309615
[55271, 55295, 55315],0.013471104850795643
[55271, 55291, 55295],0.012378378866871466
[55271, 55283, 55295],0.013112024711648974
[55283, 55295],0.02166324162758777
[55283, 55291, 55295],0.01186652174090412
[55267, 55283, 55295],0.013989385896926372
[55283, 55295, 55315],0.01199274365741775
[55283, 55295, 55319],0.011314421009722483
[55295, 55327],0.022155487290347747
[55267, 55295, 55327],0.012469002046105845
[55291, 55295, 55327],0.010504373243626063
[55295, 55319, 55327],0.013547235428511217
[55295, 55315, 55327],0.012509420016030804
[55295, 55551],0.010019812846447337
[55291, 55295],0.014682368012047116
[55291, 55295, 55319],0.014682368012047116
[55267, 55291, 55295],0.01270428986587782
[55291, 55295, 55315],0.0124365937685656
[55291, 55295, 55335],0.012371539870094763
[55267, 55295],0.03313742164307101
[55267, 55295, 55319],0.013743470708238852
[55267, 55295, 55351],0.012736194574639405
[55267, 55295, 55315],0.015214805558405094
[55295, 55307],0.012479900500309324
[55295, 55351],0.025708447480013174
[55271, 55295, 55351],0.010075680706521203
[55295, 55319, 55351],0.011863857706428041
[55275, 55295],0.012494393185576581
[55295, 56761],0.016254342724951933
[55295, 55315],0.02408330921472991
[55295, 55315, 55319],0.02408330921472991
[55295, 55319],0.020949869765379665
[55295, 55335],0.011404253800926429
[55295, 55319, 55335],0.01102653998590358
[55295, 55387],0.02247729099863304
[55291, 55295, 55387],0.01072460816003424
[55327],0.022155487290347747
[55315, 55327],0.02408330921472991
[55315, 55319, 55327],0.01237273822894924
[55267, 55315, 55327],0.012989130505832943
[55267, 55327],0.03313742164307101
[55267, 55319, 55327],0.015744630936070227
[55327, 55351],0.025708447480013174
[55271, 55327],0.027149070208682333
[55283, 55327],0.02166324162758777
[55319, 55327],0.020949869765379665
[55291, 55319, 55327],0.010509780769301771
[55291, 55327],0.014682368012047116
[55307, 55327],0.012479900500309324
[55307, 55315, 55327],0.010651983144526202
[55327, 55335],0.011404253800926429
[55327, 55387],0.014684450614370275
[55283],0.02166324162758777
[55283, 55319],0.020949869765379665
[55267, 55283, 55319],0.010329441230465477
[55271, 55283, 55319],0.011047464253141143
[55283, 55291, 55319],0.014682368012047116
[55283, 55315, 55319],0.014160058481499628
[55271, 55283],0.027149070208682333
[55283, 55315, 55323],0.014891171519959308
[55283, 55319, 55327],0.010906739798689544
[55283, 55291],0.014682368012047116
[55283, 55291, 55315],0.012094153229304542
[55271, 55283, 55291],0.014758807935750809
[55267, 55283, 55291],0.010827434919987762
[55283, 55351],0.025708447480013174
[55275, 55283],0.010747252345159004
[55267, 55283],0.03313742164307101
[55267, 55271, 55283],0.011474533359352026
[55267, 55283, 55351],0.011999605083342805
[55283, 55335],0.011404253800926429
[55283, 55315],0.02408330921472991
[55271, 55283, 55315],0.013059571910189532
[55267, 55283, 55315],0.015315489618388911
[55283, 55307],0.012479900500309324
[55283, 55387],0.0220731585079989
[55859],0.01003422226899577
[55859, 55871],0.01128386798933062
[55835, 55859],0.01003422226899577
[55319],0.020949869765379665
[55319, 55551],0.01466564038367696
[55319, 55351],0.025708447480013174
[55315, 55319, 55351],0.014421611359324585
[55267, 55319, 55351],0.016626957473758048
[55315, 55319],0.02408330921472991
[55291, 55315, 55319],0.014682368012047116
[55267, 55315, 55319],0.015416500000292906
[55271, 55315, 55319],0.015370231207547705
[55307, 55315, 55319],0.011380003692445441
[55287, 55291, 55319],0.010847632018666046
[55307, 55319],0.012479900500309324
[55307, 55319, 55323],0.011361460051376282
[55291, 55319],0.014682368012047116
[55291, 55319, 55351],0.012212901664538634
[55271, 55291, 55319],0.011650010459039871
[55267, 55291, 55319],0.012684791342115071
[55319, 55335],0.011404253800926429
[55267, 55319, 55335],0.011404253800926429
[55271, 55319],0.027149070208682333
[55271, 55319, 55351],0.013855747653731078
[55271, 55319, 55335],0.011720439375164673
[55267, 55271, 55319],0.015226542853083166
[55271, 55319, 55327],0.010181970433209085
[55267, 55319],0.03313742164307101
[55319, 55559],0.012008869007510772
[55319, 56761],0.01624865326580614
[55319, 55387],0.02247729099863304
[55275, 55319],0.012494393185576581
[55319, 55859],0.01057926579969383
[82719],0.015925287626353403
[55351],0.025708447480013174
[55319, 55335, 55351],0.011404253800926429
[55271, 55351],0.027149070208682333
[55267, 55271, 55351],0.011544294244825318
[55291, 55295, 55351],0.011168201944030436
[55295, 55335, 55351],0.011593684411376171
[55267, 55351],0.03313742164307101
[55267, 55291, 55351],0.014189508946601507
[55315, 55351],0.02408330921472991
[55295, 55315, 55351],0.013437327615528072
[55291, 55315, 55351],0.010123006909760576
[55267, 55315, 55351],0.011308485062132083
[55307, 55351],0.012479900500309324
[55335, 55351],0.011404253800926429
[55275, 55351],0.012494393185576581
[55291, 55351],0.014682368012047116
[55291, 55323, 55351],0.010845983531787881
[55351, 56761],0.016880437243524723
[55351, 55551],0.011982153319911528
[55351, 55543],0.010096698776953399
[55351, 56769],0.0125286766179549
[55351, 55859],0.011538870550962586
[55351, 55387],0.019254749748009132
[55271],0.027149070208682333
[55267, 55271],0.03313742164307101
[55267, 55271, 55287],0.010638363941997417
[55267, 55271, 55315],0.010875794245583825
[55267, 55271, 55291],0.014682368012047116
[55271, 55315],0.02408330921472991
[55271, 55291, 55315],0.011948010758051669
[55271, 55287, 55315],0.010994476633296474
[55271, 55295, 55335],0.011403341605593585
[55271, 55315, 55327],0.01148815075948701
[55271, 56769],0.01180462455623711
[55271, 55275],0.012494393185576581
[55271, 55291],0.014682368012047116
[55271, 55335],0.011404253800926429
[55271, 56761],0.014542099560617855
[55271, 55551],0.017339169479067797
[55271, 55543],0.01390626594554308
[55271, 55307],0.012479900500309324
[55271, 55387],0.02247729099863304
[55463],0.014751314683093488
[55463, 55503],0.015784184481092513
[55315],0.02408330921472991
[55315, 55319, 55335],0.011404253800926429
[55271, 55315, 55351],0.011341000178431154
[55315, 56761],0.01463435924681717
[55283, 55315, 55327],0.010086335006766438
[55295, 55315, 55335],0.01077371814188576
[55267, 55315],0.03313742164307101
[55267, 55291, 55315],0.014682368012047116
[55267, 55315, 55335],0.011273831711796967
[55275, 55315],0.012494393185576581
[55291, 55315],0.014682368012047116
[55291, 55315, 55327],0.013890860283593447
[55315, 55335],0.011404253800926429
[55315, 55387],0.02247729099863304
[55307, 55315],0.012479900500309324
[55307, 55315, 55351],0.01064118388623942
[55291, 55307, 55315],0.010172235963335394
[55295, 55307, 55315],0.011556975219160864
[55267],0.03313742164307101
[55267, 56761],0.019586701204291332
[55267, 55291],0.014682368012047116
[55267, 55335],0.011404253800926429
[55267, 55275],0.012494393185576581
[55267, 56769],0.010453836624674117
[55267, 55307],0.012479900500309324
[55267, 55551],0.013894347953770777
[55267, 55387],0.02247729099863304
[55871],0.01128386798933062
[55871, 197025],0.01043909186511446
[222671],0.015431688033464173
[197025],0.01043909186511446
[55859, 197025],0.01043909186511446
[55719],0.013012389609369315
[55291],0.014682368012047116
[55287, 55291, 55351],0.01002300218276337
[55291, 55307],0.012479900500309324
[55275, 55291],0.012494393185576581
[55291, 55551],0.012029767480081211
[55291, 55335],0.011404253800926429
[55291, 55327, 55335],0.011886778312454728
[55291, 55387],0.02247729099863304
[55291, 55323, 55387],0.01119139144243314
[56761],0.022147235840778923
[56761, 56769],0.015177034042206824
[55327, 56761],0.011097057581042858
[56057, 56761],0.010052576244376077
[56761, 250267],0.01238693098101526
[56769],0.015177034042206824
[55323, 56769],0.014396328293848652
[55295, 56769],0.012696224721724512
[56769, 250267],0.01023800162555419
[84743],0.013228640819522616
[55503],0.01090122764264896
[203729],0.020328307824176543
[55275],0.012494393185576581
[55275, 55335],0.011404253800926429
[55275, 305401],0.011809898419754704
[83547],0.010066803309725071
[55543],0.01390626594554308
[55543, 55559],0.012788308569436245
[55543, 55551],0.013894347953770777
[55267, 55543],0.010548722333455439
[86887],0.010773900472393858
[78247],0.01520235508699966
[88711],0.010975202598743648
[228951],0.01208129608736763
[86187],0.010883570330134122
[55535],0.010404437052229836
[55891],0.011123733542866382
[87595],0.010509346703685137
[55663],0.013859458542636911
[55559],0.012788308569436245
[55551, 55559],0.013894347953770777
[55295, 55559],0.012788308569436245
[55559, 56761],0.011100904106831172
[55351, 55559],0.010428392949199736
[55323, 55559],0.012788308569436245
[55291, 55559],0.011304814567644064
[55267, 55559],0.012788308569436245
[55315, 55559],0.01092722100936808
[55559, 250283],0.010282684421596824
[55551],0.013894347953770777
[55551, 250283],0.010282684421596824
[83963],0.010601810207605207
[222835],0.01185563909482617
[56057],0.011566556944066672
[55271, 56057],0.010051096332860556
[55351, 56057],0.01050926244868177
[79651],0.013539439550970513
[85003],0.015685929452401808
[87531],0.01670444927804435
[55387],0.02247729099863304
[55267, 55323, 55387],0.010297081987821725
[55319, 55323, 55387],0.010748652766706893
[55307, 55387],0.012479900500309324
[55307],0.012479900500309324
[55291, 55295, 55307],0.010828818675441713
[55307, 55335],0.011404253800926429
[55307, 55319, 55351],0.010573879272837167
[55291, 55307, 55319],0.010755698966144221
[55295, 55307, 55319],0.010560387504812783
[55267, 55307, 55319],0.011708146765315373
[55291, 55307, 55323],0.010673867395445728
[55267, 55307, 55323],0.012479900500309324
[55307, 55323, 55327],0.010604920356900222
[55283, 55307, 55323],0.010324530228264284
[55275, 55307],0.011718588536869178
[55335],0.011404253800926429
[55307, 55323, 55335],0.011404253800926429
[55271, 55323, 55335],0.011404253800926429
[55271, 55315, 55335],0.011404253800926429
[55267, 55335, 55351],0.011148318919245231
[55295, 55327, 55335],0.0101813960806902
[55267, 55327, 55335],0.010703849539822846
[55335, 56761],0.011404253800926429
[89789],0.013650486065957732
[78779],0.018483280016826843
[84875],0.010387720444368939
[55471],0.023988918685770026
[87183],0.011766983728655407
[88747],0.011646379763114657
[81907],0.0116926768033169
[81631],0.010604363855639405
[87063],0.014387508555246842
[82799],0.012290875850457463
[89021],0.010821351296734623
[83995],0.010557496235365855
[88759],0.010219649630431347
[83947],0.013569292325237254
[83283],0.01296527556552973
[84835],0.014703886805104422
[56549],0.010149389449238842
[84483],0.0160192118424881
[56197],0.0101278877928181
[87171],0.010124561200302567
[89873],0.012326857646242733
[88667],0.010948187965007159
[56385],0.015077987921261332
[56029],0.012326936294200702
[82995],0.014129089635546654
[82471],0.012686722178550401
[87103],0.01206862984747538
[83539],0.010438300339770425
[83239],0.010624277628471195
[84439],0.01317878713306742
[84507],0.010367311005789704
[87427],0.01275931233058271
[78023],0.011180451353161645
[79359],0.010478887223031337
[79495],0.01051215954700532
[87115],0.015858660242275852
[89565],0.011278054304378116
[88055],0.015216412665533998
[88459],0.014527005515248395
[86675],0.010159502878215817
[80211],0.01022468696260999
[250271],0.010345281919495422
[250267],0.010069411871100402
[56577],0.015054435818487387
[250283],0.010282684421596824
[55543, 250283],0.010282684421596824
[250523],0.010382537370862073
[250527],0.013449969651606268
[56357],0.011973140019506943
[250483],0.010201176675759031
[79859],0.01059919220289959
[198389],0.01287107476348913
[253669],0.012518187344969291
[253693],0.011775466077770146
[253689],0.014691289078708739
[79991],0.010154309473932383
[285509],0.01002752092215207
[285525],0.010627769793846366
[55659],0.01064024110692516
[314893],0.010173621349097314
[306045],0.010682588100432688
[305505],0.0129918347558084
[305805],0.012239609136423213
[314917],0.010043913546496298
[305401],0.015388302623522166
[55323, 305401],0.012380264602608174
[55271, 305401],0.014472719939413656
[55335, 305401],0.014407720354856423
[55295, 305401],0.012398633408049996
[305817],0.014723883522200904
