[55455],0.01178574270741144
[55831],0.015310553876293948
[55831, 55871],0.010497254989618843
[55831, 55835],0.020742799997875327
[55831, 55867],0.011794374550731169
[55831, 55887],0.010697344026081858
[55267, 55831],0.015310553876293948
[55323, 55831],0.012679544446303898
[55319, 55831],0.010656682469761503
[55315, 55831],0.011563073194242724
[55835],0.020742799997875327
[55323, 55835],0.017550352254262887
[55835, 55871],0.010712357388857435
[55267, 55835],0.019037945858453684
[55835, 55891],0.012874175005859289
[56765],0.012235617247668343
[55323],0.039498146561169005
[55323, 55327],0.022287409733858017
[55267, 55295, 55327],0.01681807180512692
[55295, 55307, 55327],0.01162245113332215
[55295, 55319, 55327],0.011653364391499435
[55319, 55327],0.023753032510333272
[55267, 55319, 55327],0.023753032510333272
[55291, 55327],0.025644638137248127
[55267, 55291, 55327],0.025644638137248127
[55271, 55291, 55327],0.013498173943924262
[55291, 55295, 55327],0.01139930045001191
[55291, 55319, 55327],0.01067897368640442
[55327, 55367],0.01334683496507124
[55267, 55327, 55367],0.01469572933226821
[55275, 55327],0.010533553010131397
[55327, 55335],0.012536190531986244
[55315, 55327, 55335],0.011473694399005838
[55295, 55327, 55335],0.0107059847668579
[55319, 55327, 55335],0.012010263655245115
[55267, 55327, 55335],0.016921050338805286
[55323, 55327, 55335],0.01041335534435686
[55287, 55327, 55335],0.010134211063490118
[55307, 55327],0.014004215345225005
[55307, 55323, 55327],0.014283731128635459
[55307, 55319, 55327],0.01291166475873818
[55267, 55307, 55327],0.012156006079914591
[55327, 55343],0.01303728875757013
[55327, 55387],0.018543430042620872
[55327, 55347],0.010291422378351532
[55267, 55327, 55347],0.01619153609719085
[55295],0.01681807180512692
[55267, 55283, 55295, 55323],0.011747785479415912
[55267, 55295],0.01681807180512692
[55283, 55295],0.025311041448743528
[55267, 55283, 55295],0.025311041448743528
[55271, 55283, 55295],0.01066319970029024
[55283, 55291, 55295],0.015151010274208326
[55283, 55295, 55319],0.010498079668741257
[55295, 55551],0.011188067766595105
[55295, 55351],0.024980496051824088
[55267, 55295, 55351],0.024980496051824088
[55291, 55295, 55351],0.012982222475877875
[55295, 55315, 55351],0.013823878151003641
[55295, 55319, 55351],0.011200229691759305
[55271, 55295, 55351],0.016791318153034505
[55267, 55271, 55295, 55351],0.014469208266422104
[55287, 55295, 55351],0.01883158539782048
[55295, 55335],0.012536190531986244
[55295, 55335, 55351],0.012536190531986244
[55267, 55295, 55335],0.012536190531986244
[55271, 55295, 55335],0.012536190531986244
[55295, 55315, 55335],0.012536190531986244
[55267, 55295, 55315, 55335],0.012124295484144775
[55287, 55295, 55335],0.010192856135293187
[55295, 55319, 55335],0.011535559219274481
[55295, 55335, 55339],0.012536190531986244
[55267, 55295, 55335, 55339],0.010255527212679876
[55291, 55295, 55335],0.011843602543539526
[55295, 55319],0.023753032510333272
[55267, 55295, 55319, 55351],0.01572401982070128
[55267, 55295, 55319],0.023753032510333272
[55271, 55295, 55319],0.015910014318436305
[55267, 55271, 55295, 55319],0.010180138205894553
[55291, 55295, 55319],0.023398153442421354
[55267, 55291, 55295, 55319],0.01449740199737654
[55287, 55295, 55319],0.016010434977892642
[55267, 55287, 55295, 55319],0.01464928363591187
[55295, 55319, 55339],0.010015719721509464
[55267, 55295, 55319, 55339],0.011413274861563114
[55267, 55295, 55319, 55327],0.010401412778726823
[55295, 55315, 55319],0.01896072550562152
[55267, 55295, 55315, 55319],0.019721025109713537
[55295, 55339],0.010286131842355243
[55295, 55339, 55351],0.010286131842355243
[55267, 55295, 55339],0.010286131842355243
[55291, 55295, 55339],0.010286131842355243
[55271, 55295, 55339],0.010045434809759947
[55295, 55339, 55343],0.010315587091323315
[55287, 55295],0.01174687261245154
[55287, 55295, 55339],0.010286131842355243
[55267, 55287, 55295],0.01174687261245154
[55287, 55291, 55295],0.01448165247357565
[55287, 55295, 55315],0.01727453628574892
[55271, 55287, 55295],0.010757988915872069
[55287, 55295, 55367],0.011116005006616872
[55287, 55295, 55327],0.01006967368971241
[55291, 55295],0.025644638137248127
[55291, 55295, 55367],0.010691934219164978
[55267, 55291, 55295],0.025644638137248127
[55291, 55295, 55315],0.01896072550562152
[55267, 55291, 55295, 55315],0.013743774449261933
[55271, 55291, 55295],0.014309491741644845
[55267, 55271, 55291, 55295],0.011382344233675734
[55295, 55307],0.014004215345225005
[55295, 55307, 55351],0.012455798912701831
[55295, 55307, 55319],0.010149694880563012
[55267, 55295, 55307, 55319],0.012717947140457262
[55295, 55307, 55339],0.010286131842355243
[55287, 55295, 55307],0.01174687261245154
[55267, 55295, 55307],0.014004215345225005
[55271, 55295, 55307],0.014504170138795174
[55295, 55307, 55315],0.013875804923931373
[55295, 55367],0.01334683496507124
[55267, 55295, 55367],0.019433262793851613
[55275, 55295],0.014053946816516337
[55295, 55315],0.01896072550562152
[55267, 55295, 55315],0.01896072550562152
[55295, 55315, 55339],0.010286131842355243
[55267, 55295, 55315, 55339],0.01057074153866012
[55295, 55315, 55343],0.010166800872334843
[55271, 55295, 55315],0.010134151824214396
[55267, 55271, 55295, 55315],0.012965072991553054
[55267, 55295, 55315, 55351],0.010123883490147161
[55267, 55287, 55295, 55315],0.01030215681952401
[55267, 55295, 55315, 55327],0.010108760731483379
[55283, 55295, 55315],0.01896072550562152
[55267, 55283, 55295, 55315],0.013221197104739218
[55271, 55295],0.021436298430077234
[55267, 55271, 55295],0.021436298430077234
[55295, 56761],0.015803875844325157
[55267, 55295, 56761],0.010540683734955984
[55295, 55343],0.01303728875757013
[55267, 55295, 55343],0.015314693646107212
[55295, 55387],0.018543430042620872
[55267, 55295, 55387],0.02210193069905386
[55295, 55831],0.011482182956436899
[55295, 55347],0.010291422378351532
[55267, 55295, 55347],0.02319646598004458
[55295, 270057],0.010425988351028289
[55287],0.01174687261245154
[55267, 55287, 55323, 55351],0.014457756984830974
[55267, 55271, 55287, 55323],0.011404507684815577
[55271, 55287, 55327],0.010276647342357838
[55267, 55287],0.01174687261245154
[55271, 55287],0.021436298430077234
[55267, 55271, 55287],0.021436298430077234
[55267, 55271, 55287, 55295],0.010897172255817619
[55271, 55287, 55335],0.01066178612683827
[55271, 55287, 55315],0.010907363578208203
[55267, 55271, 55287, 55315],0.01056492664947311
[55271, 55287, 55319],0.01717663896345757
[55271, 55287, 55351],0.012886584776754183
[55271, 55287, 55291],0.01174687261245154
[55287, 55351],0.024980496051824088
[55267, 55287, 55351],0.024980496051824088
[55267, 55271, 55287, 55351],0.010869664030047984
[55287, 55319, 55351],0.01724328459839704
[55287, 55315, 55351],0.014616639529573032
[55287, 55291, 55351],0.013846237284436576
[55287, 55315],0.01896072550562152
[55267, 55287, 55315],0.01896072550562152
[55267, 55287, 55315, 55351],0.012060157786234368
[55287, 55315, 55319],0.01810995368473259
[55267, 55287, 55315, 55319],0.011977542317180316
[55287, 55307, 55315],0.010990916173512336
[55287, 55319],0.023753032510333272
[55267, 55287, 55319],0.023753032510333272
[55267, 55287, 55319, 55351],0.01048951880793739
[55287, 55319, 55335],0.012536190531986244
[55287, 55319, 55339],0.010286131842355243
[55287, 55291, 55319],0.010504153044499207
[55287, 55335],0.012536190531986244
[55267, 55287, 55335],0.012536190531986244
[55287, 55335, 55339],0.012536190531986244
[55287, 55339],0.010286131842355243
[55287, 55339, 55351],0.010286131842355243
[55287, 55291, 55339],0.010286131842355243
[55267, 55287, 55339],0.010286131842355243
[55287, 55315, 55339],0.010286131842355243
[55271, 55287, 55339],0.011225982705317985
[55287, 55307, 55339],0.011141682956861942
[55287, 55343],0.01303728875757013
[55267, 55287, 55343],0.014595676034523818
[55287, 55323, 55343],0.01165003527162161
[55287, 55319, 55343],0.011366509461681594
[55287, 55291],0.025644638137248127
[55267, 55287, 55291],0.025644638137248127
[55287, 55291, 55335],0.01174687261245154
[55287, 55291, 55315],0.013709168821674363
[55287, 55291, 55327],0.011213531016699693
[55275, 55287],0.013643507267552212
[55287, 56761],0.01174687261245154
[55287, 55367],0.01334683496507124
[55267, 55287, 55367],0.010692705933213248
[55287, 55307],0.014004215345225005
[55267, 55287, 55307],0.014004215345225005
[55271, 55287, 55307],0.01089178804393755
[55287, 55307, 55351],0.010678115593795088
[55287, 55307, 55323],0.010881076844500718
[55287, 55307, 55319],0.014464481430528238
[55283, 55287],0.025311041448743528
[55267, 55283, 55287],0.021899085763732017
[55287, 55387],0.018543430042620872
[55267, 55287, 55387],0.012137586582378991
[55287, 55347],0.01174687261245154
[222795],0.01466978977708384
[89453],0.013494911230460534
[55283],0.025311041448743528
[55283, 55287, 55351],0.010770818788633944
[55283, 55287, 55291],0.018906743192575907
[55283, 55287, 55319],0.01164371882220892
[55271, 55283, 55287],0.012572452901327044
[55283, 55287, 55335],0.010755967822495684
[55267, 55283],0.025311041448743528
[55271, 55283],0.021436298430077234
[55267, 55271, 55283],0.021436298430077234
[55271, 55283, 55291],0.013097497556990674
[55283, 55319],0.023753032510333272
[55267, 55283, 55319],0.023753032510333272
[55271, 55283, 55319],0.01235226169801799
[55283, 55291, 55319],0.012206855377528823
[55267, 55283, 55291, 55319],0.011519249871790737
[55267, 55283, 55295, 55319],0.010132283789651173
[55283, 55319, 55351],0.01351790392803859
[55283, 55319, 55327],0.010610444959549532
[55283, 55323, 55327],0.010685895927501788
[55283, 55291, 55327],0.012624737452287314
[55283, 55295, 55327],0.011835271513776408
[55271, 55283, 55327],0.012086231437305915
[55283, 55291],0.025644638137248127
[55267, 55283, 55291],0.025644638137248127
[55267, 55283, 55291, 55295],0.011880826119311204
[55283, 55291, 55335],0.010746732172976335
[55283, 55291, 55351],0.010850485872572119
[55283, 55291, 55315],0.015444726970677966
[55267, 55283, 55291, 55315],0.011929936374991927
[55283, 55351],0.024980496051824088
[55267, 55283, 55351],0.01343790229790553
[55283, 55295, 55351],0.011149440531235682
[55271, 55283, 55351],0.01126427083481095
[55283, 55315],0.01896072550562152
[55267, 55283, 55315],0.01896072550562152
[55283, 55315, 55319],0.01896072550562152
[55267, 55283, 55315, 55319],0.013474630557999885
[55283, 55315, 55323],0.010766019856852606
[55267, 55283, 55315, 55323],0.012181204561261906
[55271, 55283, 55315],0.01394557104372762
[55271, 55283, 55323],0.011724375639766067
[55267, 55283, 55319, 55323],0.015085124585135943
[55283, 55367],0.01334683496507124
[55267, 55283, 55367],0.01334683496507124
[55283, 55287, 55295],0.011279232364076084
[55283, 55295, 55339],0.010438872092021385
[55275, 55283],0.014053946816516337
[55283, 55339],0.010286131842355243
[55267, 55283, 55339],0.01506088890339847
[55283, 55335],0.012536190531986244
[55267, 55283, 55335],0.013383225161118473
[55283, 55343],0.01303728875757013
[55283, 55307],0.014004215345225005
[55267, 55283, 55307],0.013637044914773345
[55271, 55283, 55307],0.011135637249200704
[55283, 55387],0.018543430042620872
[55267, 55283, 55387],0.013551217207981714
[55283, 270057],0.010171368360524687
[55283, 55347],0.010291422378351532
[55267, 55283, 55347],0.010014531513558706
[84731],0.010795491093004136
[55343],0.01303728875757013
[55267, 55343],0.01303728875757013
[55271, 55343],0.021436298430077234
[55267, 55271, 55343],0.01096936531251994
[55343, 55351],0.024980496051824088
[55267, 55343, 55351],0.017637715546842774
[55343, 55367],0.012543685095170575
[55319, 55343],0.023753032510333272
[55267, 55319, 55343],0.020562998933661997
[55315, 55319, 55343],0.015190398138217251
[55291, 55343],0.025644638137248127
[55267, 55291, 55343],0.012456455204733133
[55291, 55335, 55343],0.010099353380187966
[55339, 55343],0.010286131842355243
[55267, 55339, 55343],0.010286131842355243
[55275, 55343],0.014053946816516337
[55335, 55343],0.012536190531986244
[55267, 55335, 55343],0.012536190531986244
[55335, 55339, 55343],0.010286131842355243
[55315, 55323, 55343],0.012845818374496151
[55315, 55343],0.01896072550562152
[55267, 55315, 55343],0.01896072550562152
[55307, 55315, 55343],0.010460771982342952
[55307, 55343],0.014004215345225005
[55267, 55307, 55343],0.011097458206000957
[89705],0.029183100757531735
[55803],0.01335364218669588
[55319],0.023753032510333272
[55267, 55271, 55283, 55319],0.01105039182994825
[55267, 55315, 55319, 55327],0.0168866122156794
[55319, 55327, 55351],0.012876362535927945
[55267, 55319, 55327, 55351],0.010844100313414274
[55319, 55327, 55347],0.010485335463870855
[55319, 55559],0.013368572517645283
[55319, 55551],0.014123034734260837
[55267, 55319],0.023753032510333272
[55315, 55319],0.01896072550562152
[55267, 55315, 55319],0.01896072550562152
[55315, 55319, 55351],0.020907492284587617
[55267, 55315, 55319, 55351],0.010413614438141929
[55315, 55319, 55335],0.012536190531986244
[55291, 55315, 55319],0.01896072550562152
[55267, 55291, 55315, 55319],0.012533699392270618
[55315, 55319, 55339],0.010286131842355243
[55267, 55315, 55319, 55339],0.012269727959379433
[55271, 55315, 55319],0.016418756628690103
[55267, 55271, 55315, 55319],0.012971086411214555
[55307, 55315, 55319],0.013272708531644627
[55319, 55351],0.024980496051824088
[55267, 55319, 55351],0.024980496051824088
[55271, 55319, 55351],0.010195381429113847
[55267, 55271, 55319, 55351],0.010533542218809745
[55291, 55319, 55351],0.011749762135970447
[55319, 55351, 55367],0.010253093551946521
[55319, 55343, 55351],0.014350464697411322
[55307, 55319, 55351],0.014004215345225005
[55319, 55531],0.01009041655808746
[55319, 55335],0.012536190531986244
[55319, 55335, 55351],0.012921868408154924
[55267, 55319, 55335, 55351],0.0169677457151847
[55267, 55319, 55335],0.012536190531986244
[55267, 55295, 55319, 55335],0.012192440421442999
[55267, 55287, 55319, 55335],0.01731453974350053
[55319, 55335, 55339],0.011993448060647952
[55267, 55319, 55335, 55339],0.010613371133438229
[55271, 55319, 55335],0.010626462961484647
[55267, 55315, 55319, 55335],0.010617457646437584
[55267, 55319, 55327, 55335],0.010392738252458301
[55291, 55319],0.025644638137248127
[55267, 55291, 55319],0.025644638137248127
[55267, 55287, 55291, 55319],0.013612853576817966
[55291, 55319, 55335],0.010620356506681597
[55271, 55291, 55319],0.015834403556436383
[55267, 55271, 55291, 55319],0.013493446478778011
[55267, 55291, 55319, 55327],0.01034829420925591
[55319, 55339],0.010286131842355243
[55267, 55319, 55339],0.010286131842355243
[55319, 55339, 55351],0.010286131842355243
[55291, 55319, 55339],0.010286131842355243
[55307, 55319],0.014004215345225005
[55267, 55307, 55319],0.014004215345225005
[55291, 55307, 55319],0.011455822591066119
[55271, 55307, 55319],0.011597164910306842
[55267, 55271, 55307, 55319],0.012066502393677436
[55271, 55319],0.021436298430077234
[55267, 55271, 55319],0.021436298430077234
[55267, 55271, 55287, 55319],0.010415032998589252
[55271, 55319, 55339],0.010286131842355243
[55267, 55271, 55319, 55339],0.010805183179919324
[55271, 55319, 55367],0.010863258230184908
[55319, 56761],0.018471129360446554
[55319, 55367],0.01334683496507124
[55267, 55319, 55367],0.022424364934710433
[55291, 55319, 55367],0.010208770728690652
[55275, 55319],0.014053946816516337
[55319, 55843],0.012343696015699897
[55319, 55387],0.018543430042620872
[55267, 55319, 55387],0.018543430042620872
[55315, 55319, 55387],0.010682367299886903
[55319, 270057],0.012311020473055665
[55319, 55347],0.010291422378351532
[55267, 55319, 55347],0.017971428105712027
[55367],0.01334683496507124
[55271, 55367],0.021436298430077234
[55267, 55271, 55367],0.021436298430077234
[55367, 55387],0.018543430042620872
[55267, 55367, 55387],0.021662457108812216
[55351, 55367],0.024980496051824088
[55267, 55351, 55367],0.013985853854508979
[55283, 55295, 55367],0.010637667547364872
[55267, 55367],0.01334683496507124
[55291, 55367],0.025644638137248127
[55267, 55291, 55367],0.02105628611270648
[55291, 55315, 55367],0.010083730525582894
[55315, 55323, 55367],0.011037138468142183
[55295, 55323, 55367],0.011009782345230293
[55339, 55367],0.010286131842355243
[55275, 55367],0.014053946816516337
[55315, 55367],0.01896072550562152
[55267, 55315, 55367],0.01896072550562152
[55335, 55367],0.012536190531986244
[55367, 270057],0.011285593658508876
[55347, 55367],0.010291422378351532
[55267, 55347, 55367],0.011770405881776774
[82719],0.016253146331082664
[55267],0.04068530534292724
[56761],0.021895359100067194
[55267, 56761],0.021895359100067194
[55291, 56761],0.011121157720998217
[55351, 56761],0.015420035185562366
[55267, 55351, 56761],0.011064823898379747
[55271, 56761],0.01571637365506239
[55315, 56761],0.01327556103684684
[55463],0.010297702847950554
[55267, 55463],0.012198647086666955
[55819],0.01354085527501862
[55559],0.013368572517645283
[55267, 55559],0.013368572517645283
[55543, 55559],0.016258018710714105
[55551, 55559],0.014123034734260837
[55267, 55551, 55559],0.010121656077353408
[55315, 55559],0.012211458458309683
[55291],0.025644638137248127
[55267, 55291],0.025644638137248127
[55267, 55287, 55291, 55295],0.011242803254216083
[55271, 55291],0.021436298430077234
[55267, 55271, 55291],0.021436298430077234
[55271, 55291, 55315],0.010139637018222611
[55267, 55271, 55291, 55315],0.011082016450682472
[55271, 55291, 55351],0.011994512101088185
[55291, 55387],0.018543430042620872
[55267, 55291, 55387],0.018543430042620872
[55291, 55295, 55387],0.010866691454969879
[55291, 55315, 55387],0.01035506513913082
[55291, 55323, 55387],0.010228896574030347
[55291, 55351],0.024980496051824088
[55267, 55291, 55351],0.024980496051824088
[55267, 55291, 55319, 55351],0.012974676255196518
[55267, 55291, 55295, 55351],0.01005245555277916
[55291, 55315, 55351],0.012564664224045905
[55291, 55335],0.012536190531986244
[55267, 55291, 55335],0.012536190531986244
[55291, 55339],0.010286131842355243
[55267, 55291, 55339],0.010286131842355243
[55291, 55307, 55323],0.014004215345225005
[55291, 55315],0.01896072550562152
[55267, 55291, 55315],0.01896072550562152
[55267, 55291, 55315, 55351],0.011634419148157061
[55291, 55315, 55327],0.01184872281981861
[55291, 55887],0.01244844332737423
[55291, 55307],0.014004215345225005
[55267, 55291, 55307],0.014004215345225005
[55271, 55291, 55307],0.010738211449548014
[55275, 55291],0.014053946816516337
[55291, 270057],0.010171368360524687
[55291, 55347],0.010291422378351532
[55267, 55291, 55347],0.011726269088267982
[55871],0.013628209808260724
[55267, 55871],0.013628209808260724
[55867, 55871],0.010978333851203765
[55843, 55871],0.01033726402607205
[55319, 55871],0.012339950099802342
[55887],0.010697344026081858
[55887, 55891],0.010330469981779809
[55267, 55887],0.010697344026081858
[55323, 55887],0.010157100874988861
[55531],0.010640480460307224
[55267, 55531],0.010640480460307224
[55531, 55535],0.010640480460307224
[55867],0.010978333851203765
[55267, 55867],0.010978333851203765
[55867, 56761],0.010978333851203765
[55843, 55867],0.01033726402607205
[55319, 55867],0.010978333851203765
[55843],0.01033726402607205
[55267, 55843],0.01033726402607205
[55831, 55843],0.01033726402607205
[55835, 55843],0.01033726402607205
[55843, 244351],0.010623734854133704
[55843, 253753],0.01033726402607205
[55315],0.01896072550562152
[55267, 55315],0.01896072550562152
[55315, 55323, 55339],0.010286131842355243
[55267, 55315, 55323, 55339],0.011515324723998856
[55295, 55315, 55319, 55323],0.010202075229648711
[55315, 55319, 55323, 55351],0.010209794086586082
[55267, 55315, 55323, 55335],0.012833776090174241
[55267, 55307, 55315, 55323],0.010968691999678887
[55315, 55323, 55347],0.010671517777909558
[55315, 55351],0.024980496051824088
[55267, 55315, 55351],0.024980496051824088
[55271, 55315, 55351],0.01295424424162508
[55315, 55339, 55351],0.010286131842355243
[55315, 55335],0.012536190531986244
[55267, 55315, 55335],0.012536190531986244
[55315, 55335, 55351],0.01205510001961625
[55287, 55315, 55335],0.011527690285788282
[55315, 55335, 55339],0.012536190531986244
[55315, 55335, 55343],0.011201934116061683
[55291, 55315, 55335],0.010291649425739026
[55291, 55315, 55339],0.0162102597550672
[55315, 55339],0.010286131842355243
[55267, 55315, 55339],0.010286131842355243
[55267, 55315, 55339, 55351],0.011090105708091864
[55271, 55315, 55339],0.011139811539485513
[55315, 55339, 55343],0.012261445204093776
[55315, 55327, 55351],0.010264757741502427
[55271, 55315],0.021436298430077234
[55267, 55271, 55315],0.021436298430077234
[55267, 55271, 55315, 55327],0.010081873026997965
[55271, 55315, 55367],0.011770494439235455
[55283, 55287, 55315],0.010351215374803862
[55267, 55271, 55283, 55315],0.011334826266078447
[55283, 55315, 55351],0.01752999430755296
[55267, 55283, 55315, 55351],0.012650357310615331
[55283, 55315, 55339],0.010868601115709572
[55315, 55319, 55367],0.013794241398313265
[55291, 55315, 55343],0.012359565299454218
[55315, 55343, 55351],0.010831786543788935
[55275, 55315],0.014053946816516337
[55295, 55315, 55367],0.011579292901023235
[55315, 55387],0.018543430042620872
[55267, 55315, 55387],0.018543430042620872
[55307, 55315],0.014004215345225005
[55267, 55307, 55315],0.014004215345225005
[55271, 55307, 55315],0.014004215345225005
[55307, 55315, 55351],0.014004215345225005
[55315, 55551],0.01086638471356863
[55315, 55347],0.010291422378351532
[55295, 55315, 55347],0.010529574435786155
[55267, 55315, 55347],0.015952908954462778
[55315, 270057],0.011281037789867448
[84743],0.010603795749039269
[55271],0.021436298430077234
[55267, 55271],0.021436298430077234
[55271, 55351],0.024980496051824088
[55267, 55271, 55351],0.024980496051824088
[55267, 55271, 55315, 55351],0.010602465039617356
[55271, 55463],0.014780673719890978
