[55831],0.015870863281942583
[55831, 55835],0.027533570362301012
[55831, 55863],0.01029815738078314
[55831, 55871],0.016041746000051222
[55831, 55887],0.014178863398302419
[55831, 56769],0.010158077889551363
[55831, 55843],0.01246558334794665
[55295, 55831],0.011235702676635121
[55831, 55875],0.015578946859262314
[55831, 55859],0.01893135835351226
[55831, 55883],0.010699389507735267
[56225],0.01268462697273026
[55991],0.01139702697163419
[56765],0.012069629551983605
[55863],0.011876493400837781
[55863, 55875],0.015578946859262314
[55835, 55863],0.011444164510350838
[55863, 55883],0.010699389507735267
[55863, 55871],0.023823178659737015
[55843, 55863],0.01246558334794665
[55859, 55863],0.02032193426716572
[55863, 55879],0.010928712983459217
[55863, 253749],0.014822020856990312
[55879],0.010928712983459217
[55875, 55879],0.015578946859262314
[55871, 55879],0.01927238338826311
[55859, 55879],0.017014563762255287
[55879, 55883],0.010699389507735267
[55843, 55879],0.01246558334794665
[55879, 253749],0.010363023567505151
[55835],0.027533570362301012
[55835, 55875],0.010776451919353048
[55351, 55835],0.010858940290834816
[55835, 55887],0.01307486390113992
[55835, 55883],0.012505658852019902
[55835, 55871],0.010482725093415399
[55835, 55843],0.010793808001643345
[55323],0.0364732881114988
[55323, 55327],0.025068219527477658
[55307, 55319, 55323],0.011693454435876865
[55323, 55551],0.01370357577461712
[55323, 55335],0.012388495213821406
[55323, 55335, 55339],0.011857041950071943
[55315, 55323, 55335],0.012388495213821406
[55323, 55531],0.010103565458441429
[55323, 55339],0.013534103255647573
[55287, 55323, 55339],0.013333653038623118
[55291, 55323, 55339],0.013534103255647573
[55291, 55323],0.024456381391569755
[55287, 55291, 55323],0.011171101714113087
[55271, 55291, 55323],0.012065734135519639
[55291, 55315, 55323],0.024334097813821027
[55283, 55291, 55323],0.016063152966650125
[55291, 55307, 55323],0.010282594480545245
[55307, 55323],0.011693454435876865
[55307, 55315, 55323],0.011693454435876865
[55267, 55307, 55323],0.01399651319819349
[55271, 55323],0.022804459056067462
[55271, 55315, 55323],0.015099677419836168
[55271, 55323, 55351],0.011060591422556935
[55271, 55283, 55323],0.010158129544734351
[55323, 55871],0.010930093905907594
[55323, 55387],0.01571085610979117
[55323, 55343],0.01716455069903312
[55319, 55323, 55343],0.011288282491892777
[55291, 55323, 55343],0.011744293476761246
[55323, 55343, 55351],0.013652212823724412
[55323, 55335, 55343],0.012388495213821406
[55315, 55323],0.025052179344754618
[55287, 55315, 55323],0.014865513219979249
[55315, 55323, 55339],0.013534103255647573
[55315, 55323, 55343],0.012249600308879754
[55323, 56761],0.024842374464132073
[55323, 56769],0.014153069066778172
[55283, 55323],0.026490967114895052
[55267, 55283, 55323],0.013732124654289015
[55283, 55295, 55323],0.01292841956443213
[55323, 55843],0.011351619738054075
[55323, 55831],0.015086501129479634
[55323, 55367],0.028682710692329562
[55323, 55447],0.010301814479384289
[55323, 250271],0.01262649578814214
[55323, 253617],0.01199659801313471
[55323, 253605],0.01434312675209214
[55323, 253613],0.017839809519676692
[55323, 270057],0.010005316719540835
[55323, 55347],0.011444240678964372
[55319, 55323, 55347],0.01231646805096676
[55323, 305409],0.015982506495475956
[55327],0.025068219527477658
[55271, 55323, 55327],0.010236594092673914
[55287, 55323, 55327],0.010173677075929515
[55315, 55323, 55327],0.019050190371895658
[55323, 55327, 55351],0.011094798362211191
[55323, 55327, 55335],0.010265363835700526
[55267, 55323, 55327],0.01265732275604391
[55327, 55351],0.029013320829260544
[55295, 55327, 55351],0.011015763303738334
[55267, 55327],0.03638732679664001
[55315, 55327],0.025052179344754618
[55267, 55315, 55327],0.010428098625166143
[55315, 55319, 55327],0.01541089897537733
[55291, 55315, 55327],0.011967802918789138
[55295, 55327],0.01656955202386494
[55287, 55295, 55327],0.01025529888052206
[55267, 55295, 55327],0.012322362119670164
[55295, 55327, 55339],0.011989031432486216
[55295, 55319, 55327],0.01434344757990136
[55319, 55327],0.03702638595466754
[55267, 55319, 55327],0.012960131767017777
[55291, 55319, 55327],0.015261576865561883
[55271, 55327],0.022804459056067462
[55287, 55327],0.01349782578946749
[55287, 55319, 55327],0.01205367415274207
[55283, 55327],0.026490967114895052
[55283, 55291, 55327],0.01124930504060101
[55291, 55327],0.024456381391569755
[55291, 55295, 55327],0.011434925158000982
[55291, 55323, 55327],0.01017348786609002
[55327, 55831],0.012048134131396191
[55307, 55327],0.011693454435876865
[55307, 55323, 55327],0.011721900588379958
[55327, 55367],0.024266642874280427
[55275, 55327],0.016176617354677236
[55327, 55335],0.012388495213821406
[55327, 55339],0.013534103255647573
[55327, 55343],0.01716455069903312
[55327, 55387],0.015217551829360873
[55327, 250271],0.011511518182833436
[55327, 270057],0.010005316719540835
[55327, 55347],0.011444240678964372
[55327, 305409],0.012870140516786614
[55295],0.01656955202386494
[55295, 55323, 55367],0.011757965027023273
[55295, 55315, 55327],0.017357581368596855
[55295, 55559],0.01378807512873714
[55295, 55319],0.03702638595466754
[55271, 55295, 55319],0.01979474948842052
[55295, 55315, 55319],0.020160953051148893
[55295, 55319, 55351],0.012536413962572338
[55267, 55295, 55319],0.01566834556789823
[55295, 55319, 55335],0.012388495213821406
[55287, 55295, 55319],0.014402182047764273
[55291, 55295, 55319],0.024456381391569755
[55283, 55295, 55319],0.01847402680435351
[55295, 55335],0.012388495213821406
[55295, 55315, 55335],0.012129543093233788
[55295, 55335, 55339],0.010883232879879688
[55295, 55351],0.029013320829260544
[55295, 55315, 55351],0.01567769392171634
[55287, 55295, 55351],0.012157017990894333
[55267, 55295, 55351],0.016249888349871903
[55291, 55295, 55351],0.015230000455648311
[55295, 55339],0.013534103255647573
[55295, 55319, 55339],0.012671216880901719
[55295, 55339, 55351],0.013534103255647573
[55295, 55315, 55339],0.012724858702287165
[55291, 55295, 55339],0.013038773799787892
[55267, 55295, 55339],0.012766296145027107
[55287, 55295, 55339],0.011920486822144277
[55291, 55295],0.024456381391569755
[55291, 55295, 55335],0.011590535807953986
[55271, 55291, 55295],0.013679027115242737
[55291, 55295, 55315],0.013839323178344165
[55267, 55291, 55295],0.017680355625274525
[55287, 55291, 55295],0.010082357107456828
[55283, 55291, 55295],0.01621266358405733
[55295, 55307],0.011693454435876865
[55295, 55307, 55315],0.011693454435876865
[55295, 55307, 55327],0.011388978607701277
[55295, 55367],0.028682710692329562
[55291, 55295, 55367],0.013103536873535054
[55295, 55315, 55367],0.010202473816133283
[55271, 55295, 55367],0.010535088198952646
[55295, 55319, 55367],0.011495845908252597
[55271, 55295],0.022804459056067462
[55267, 55271, 55295],0.016468866656816277
[55271, 55295, 55351],0.011993353997635032
[55271, 55295, 55315],0.013509526352064203
[55295, 55315],0.025052179344754618
[55267, 55295, 55315],0.014303762829125283
[55287, 55295, 55315],0.02201371104594875
[55267, 55295],0.03638732679664001
[55267, 55287, 55295],0.014465942350076585
[55287, 55295],0.01349782578946749
[55287, 55295, 55307],0.010169105833665027
[55287, 55295, 55335],0.011064406973373528
[55275, 55295],0.014846924222745686
[55283, 55295],0.026490967114895052
[55295, 56761],0.010692090792953019
[55295, 55343],0.01716455069903312
[55295, 55387],0.01571085610979117
[55295, 55315, 55387],0.01125064609044871
[55295, 55323, 55387],0.01049231459607918
[55295, 55551],0.01370357577461712
[55295, 55347],0.011444240678964372
[55295, 305409],0.013014942693204202
[55287],0.01349782578946749
[55271, 55287, 55295],0.01677066446108195
[55275, 55287],0.014846924222745686
[55287, 55315],0.025052179344754618
[55267, 55287, 55315],0.012309930533104077
[55287, 55315, 55319],0.0162262180751418
[55287, 55315, 55351],0.01577393048022584
[55287, 55291, 55315],0.012161486686144831
[55287, 55315, 55327],0.011238383975893386
[55287, 55319],0.03702638595466754
[55287, 55307, 55319],0.011181144580422346
[55287, 55319, 55351],0.019003992565703717
[55267, 55287, 55319],0.014155920359162218
[55287, 55319, 55335],0.012016245865441541
[55287, 55291, 55319],0.01356007472840064
[55287, 55335],0.012388495213821406
[55287, 55335, 55351],0.010130525490263963
[55287, 55335, 55339],0.010251978313798735
[55287, 55351],0.029013320829260544
[55267, 55287, 55351],0.022601607808921866
[55287, 55339],0.013534103255647573
[55287, 55291],0.024456381391569755
[55287, 55291, 55351],0.010699500630267747
[55283, 55287, 55291],0.011784742019914677
[55287, 55291, 55307],0.01089323029747127
[55287, 55307],0.011693454435876865
[55287, 55307, 55323],0.011693454435876865
[55271, 55287],0.022804459056067462
[55267, 55287],0.03638732679664001
[55287, 55343],0.01716455069903312
[55283, 55287],0.026490967114895052
[55287, 55387],0.01571085610979117
[55287, 55367],0.02505950567872921
[55287, 55347],0.011444240678964372
[55287, 305409],0.015333786919486487
[89845],0.0264242177636514
[89837, 89845],0.010687703085549326
[86979],0.01481071646896226
[78163],0.012618507853493548
[55283],0.026490967114895052
[55283, 55287, 55323],0.01101071831193337
[55283, 55295, 55315],0.011209779879873871
[55267, 55283, 55295],0.015374548842081422
[55271, 55283, 55295],0.012509621515831997
[55271, 55283],0.022804459056067462
[55267, 55271, 55283],0.010528374121470813
[55271, 55283, 55291],0.013670284329795255
[55271, 55283, 55319],0.011633339677121948
[55271, 55283, 55315],0.010292508316750475
[55283, 55315, 55323],0.018184431350565508
[55283, 55319],0.03702638595466754
[55267, 55283, 55319],0.012761655058709891
[55283, 55291, 55319],0.011718477001512736
[55283, 55315, 55319],0.015855165812614258
[55283, 55295, 55327],0.01166835040476606
[55283, 55339],0.013534103255647573
[55283, 55291],0.024456381391569755
[55283, 55387],0.01571085610979117
[55283, 55351],0.029013320829260544
[55283, 55335],0.012388495213821406
[55283, 55343],0.01716455069903312
[55283, 55367],0.027914948055119345
[55267, 55283],0.03638732679664001
[55267, 55283, 55291],0.010081641112236788
[55283, 55315],0.025052179344754618
[55283, 55291, 55315],0.01226851340243389
[55267, 55283, 55315],0.010682371750832148
[55275, 55283],0.014846924222745686
[55283, 55307],0.011693454435876865
[55283, 270057],0.010005316719540835
[55283, 55347],0.011444240678964372
[55283, 305409],0.011055419344643725
[84795],0.011656066166113583
[88953],0.016737817840485666
[55343],0.01716455069903312
[55275, 55343],0.014846924222745686
[55271, 55343],0.022804459056067462
[55267, 55343],0.035097973880510856
[55287, 55291, 55343],0.010026709414397358
[55287, 55295, 55343],0.013363238198455966
[55287, 55335, 55343],0.010079754868553536
[55287, 55323, 55343],0.010612292150433439
[55295, 55323, 55343],0.013441867831491983
[55339, 55343],0.013534103255647573
[55323, 55339, 55343],0.013305664792385076
[55319, 55343],0.03702638595466754
[55319, 55339, 55343],0.010213351536135536
[55319, 55343, 55351],0.011808140754379932
[55291, 55343],0.024456381391569755
[55291, 55295, 55343],0.010074748894478661
[55343, 55351],0.029013320829260544
[55295, 55343, 55351],0.011269104196102664
[55335, 55343],0.012388495213821406
[55343, 55367],0.016211760191161308
[55315, 55343],0.025052179344754618
[55315, 55319, 55343],0.013417411880922839
[55315, 55343, 55351],0.011762635479644963
[55343, 55831],0.010415434246088167
[55343, 56761],0.014785205611769898
[55307, 55343],0.011693454435876865
[55859],0.02032193426716572
[55859, 55875],0.015578946859262314
[55859, 55875, 55883],0.011815530811695691
[55859, 55871],0.023823178659737015
[55859, 55871, 55875],0.010080591319585237
[55859, 55871, 55883],0.012556459900533893
[55843, 55859, 55871],0.011312507551123747
[55843, 55859],0.01246558334794665
[55843, 55859, 55883],0.011323987560685646
[55859, 55883],0.010699389507735267
[55835, 55859],0.014343992609262403
[55267, 55859],0.013367066279844029
[55851, 55859],0.013027131275940206
[89705],0.011327349382734608
[89705, 89717],0.011327349382734608
[89705, 89721],0.013556747722803849
[55319],0.03702638595466754
[55319, 55551],0.022455724362769554
[55319, 55559],0.010895931470031324
[55319, 55351],0.029013320829260544
[55271, 55319, 55351],0.012298150731101402
[55315, 55319, 55351],0.023259092679826458
[55291, 55319, 55351],0.010127851517751996
[55267, 55319, 55351],0.015324607811273877
[55319, 55339, 55351],0.010009695129542633
[55319, 55335, 55351],0.012388495213821406
[55319, 55487],0.01237162451353074
[55319, 56761],0.01824400507960021
[55319, 55883],0.0120337817133319
[55295, 55307, 55319],0.011350335554796148
[55271, 55319],0.022804459056067462
[55271, 55315, 55319],0.020529497915501748
[55267, 55271, 55319],0.019507948765504657
[55271, 55307, 55319],0.011693454435876865
[55315, 55319],0.025052179344754618
[55267, 55315, 55319],0.019511589864389618
[55315, 55319, 55335],0.012388495213821406
[55291, 55315, 55319],0.023156020056125902
[55315, 55319, 55367],0.013844324490753682
[55315, 55319, 55339],0.013534103255647573
[55315, 55319, 55559],0.010147648364493313
[55307, 55315, 55319],0.011693454435876865
[55315, 55319, 55387],0.01026253861790251
[55307, 55319],0.011693454435876865
[55267, 55307, 55319],0.01080513197433291
[55291, 55307, 55319],0.010586048674933417
[55307, 55319, 55351],0.011693454435876865
[55307, 55319, 55343],0.010319774092825711
[55307, 55319, 55327],0.010401828655976409
[55319, 55339],0.013534103255647573
[55267, 55319, 55339],0.011343027915949828
[55267, 55319],0.03638732679664001
[55267, 55319, 55335],0.012388495213821406
[55267, 55291, 55319],0.017174136998322653
[55319, 55335],0.012388495213821406
[55319, 55335, 55339],0.012388495213821406
[55271, 55319, 55335],0.014965446813246384
[55319, 55463],0.015051045943640994
[55319, 56769],0.014000118564949317
[55275, 55319],0.014846924222745686
[55291, 55319],0.024456381391569755
[55271, 55291, 55319],0.01408227109978142
[55283, 55319, 55327],0.011267502367539869
[55319, 55367],0.028682710692329562
[55319, 55843],0.01884635739055249
[55319, 55831],0.011529795844377383
[55319, 55875],0.012962247824324202
[55319, 55871],0.011242690204063531
[55319, 55387],0.01571085610979117
[55319, 253605],0.010161776115614961
[55319, 253617],0.01207125178253909
[55319, 253613],0.010559917014280069
[55319, 55347],0.011444240678964372
[55319, 270057],0.013238765243698068
[55319, 305409],0.015982506495475956
[55367],0.028682710692329562
[55271, 55367],0.022804459056067462
[55367, 55387],0.01571085610979117
[55291, 55367],0.024456381391569755
[55287, 55295, 55367],0.011048153876054165
[55339, 55367],0.013534103255647573
[55351, 55367],0.019486635032982917
[55335, 55367],0.012388495213821406
[55291, 55323, 55367],0.010069947659539885
[55267, 55367],0.033245107625936944
[55315, 55367],0.025052179344754618
[55275, 55367],0.014846924222745686
[55367, 250271],0.010374466336345135
[55307, 55367],0.010892889787828266
[55347, 55367],0.011444240678964372
[82719],0.014088075295989414
[55551],0.01370357577461712
[55551, 55559],0.01378807512873714
[55543, 55551],0.014473008563635793
[55267, 55551],0.01989028720785638
[55271, 55551],0.010935111497283313
[55291, 55551],0.01370357577461712
[55315, 55551],0.011711533494430673
[55559],0.01378807512873714
[55543, 55559],0.014473008563635793
[55267, 55559],0.011738998784556202
[55271, 55559],0.013634783571186245
[55287, 55559],0.010054610494726708
[55323, 55559],0.01343865277608839
[55315, 55559],0.015845182777850735
[55291, 55559],0.010070940125292686
[55351],0.029013320829260544
[55351, 55551],0.01438708750203498
[55351, 55559],0.012279106879067298
[55271, 55351],0.022804459056067462
[55271, 55287, 55351],0.011892429371642086
[55267, 55271, 55351],0.010224519442713707
[55271, 55315, 55351],0.01351426162033292
[55271, 55291, 55351],0.01020707533835038
[55271, 55283, 55351],0.012877879543824132
[55267, 55351],0.03638732679664001
[55267, 55315, 55351],0.01165587094199906
[55267, 55291, 55351],0.016746389323098985
[55275, 55351],0.0121482340869642
[55287, 55339, 55351],0.011444220975516454
[55323, 55335, 55351],0.012388495213821406
[55307, 55323, 55351],0.011693454435876865
[55351, 55831],0.01610341369485349
[55351, 56761],0.019233661997396876
[55335, 55351],0.012388495213821406
[55295, 55335, 55351],0.012388495213821406
[55315, 55351],0.025052179344754618
[55291, 55315, 55351],0.01663754491894292
[55315, 55339, 55351],0.013534103255647573
[55307, 55351],0.011693454435876865
[55307, 55315, 55351],0.011400350618085722
[55351, 56769],0.012640131023975812
[55351, 55887],0.013402933877035592
[55339, 55351],0.013534103255647573
[55267, 55339, 55351],0.010143888634866656
[55291, 55351],0.024456381391569755
[55283, 55291, 55351],0.017554957482796302
[55351, 55387],0.014771671089347821
[55351, 55875],0.014242295614321715
[55351, 55871],0.011067816668123747
[55351, 55883],0.010699389507735267
[55351, 55543],0.010046329450067983
[55351, 55843],0.012808027284889561
[55351, 55859],0.01165187995279919
[55351, 253613],0.011605576004816582
[55347, 55351],0.011444240678964372
[55351, 305409],0.015982506495475956
[222339],0.010645287541692671
[55819],0.012168937625131647
[56553],0.019023560476824273
[55487],0.027025391236750258
[55323, 55487],0.012137688016144631
[55267, 55487],0.011685738332805739
[55487, 55503],0.01375961697564699
[55463, 55487],0.010343853295309378
[55315, 55487],0.010443253933067578
[55487, 55491],0.013848236079827086
[56761],0.024842374464132073
[55551, 56761],0.011741757095498826
[55875, 56761],0.01062054130147988
[55267, 56761],0.025695678995622837
[55543, 56761],0.011159497108076847
[55291, 56761],0.012364157251658353
[55287, 56761],0.01787307321043782
[56761, 56769],0.014153069066778172
[55327, 56761],0.01004606720037037
[55271, 56761],0.012036591437347578
[55315, 56761],0.013941152233667282
[55883],0.010699389507735267
[55875, 55883],0.015578946859262314
[55871, 55883],0.023823178659737015
[55843, 55883],0.01246558334794665
[55843, 55871, 55883],0.012637807804689856
[55883, 56023],0.010699389507735267
[55883, 253749],0.014822020856990312
[55851, 55883],0.010995992736717504
[55271],0.022804459056067462
[55271, 55287, 55319],0.011212669198569069
[55271, 55295, 55327],0.010824216907972254
[55271, 55295, 55339],0.013534103255647573
[55271, 55295, 55387],0.010806167167239228
[55267, 55271],0.03638732679664001
[55267, 55271, 55287],0.01141605282783838
[55267, 55271, 55315],0.017330539161576397
[55271, 55275],0.014846924222745686
[55271, 55287, 55315],0.0156566589275341
[55271, 55291, 55367],0.011208947222595196
[55271, 55283, 55367],0.010474153890417042
[55267, 55271, 55367],0.01460974745676594
[55271, 55323, 55367],0.010436798010890596
[55271, 55339],0.013534103255647573
[55271, 55335],0.012388495213821406
[55271, 55315],0.025052179344754618
[55271, 55291, 55315],0.01214755355068987
[55271, 55315, 55367],0.010795845285517332
[55271, 55307, 55315],0.011693454435876865
[55271, 55291],0.024456381391569755
[55267, 55271, 55291],0.013785009837204676
[55271, 55291, 55339],0.013072220485320217
[55271, 55543],0.014473008563635793
[55271, 55307],0.011693454435876865
[55271, 55387],0.01571085610979117
[55271, 253613],0.011553557221601979
[55271, 55347],0.011444240678964372
[55271, 305409],0.013340836875776469
[55267],0.03638732679664001
[55267, 55883],0.01775751098605211
[55267, 55875],0.015578946859262314
[55267, 55323, 55335],0.011285849532880669
[55267, 55871],0.0118801653567861
[55267, 55843],0.01246558334794665
[55267, 55315],0.025052179344754618
[55267, 55291, 55315],0.016836394562258872
[55267, 55315, 55339],0.01256956179674579
[55267, 56769],0.014153069066778172
[55267, 55503],0.011192211581839117
[55267, 55275],0.014846924222745686
[55267, 55287, 55291],0.017683463821350588
[55267, 55291],0.024456381391569755
[55267, 55291, 55327],0.011108905231337516
[55267, 55307],0.011693454435876865
[55267, 55307, 55315],0.011768149807455759
[55267, 55295, 55307],0.010019075071122846
[55267, 55335],0.012388495213821406
[55267, 55271, 55335],0.01285292163920422
[55267, 55339],0.013534103255647573
[55267, 55323, 55339],0.013534103255647573
[55267, 55287, 55339],0.01481174398525039
[55267, 55887],0.011801344707868854
[55267, 55387],0.01571085610979117
[55267, 55343, 55351],0.01013759518576493
[55267, 55323, 55343],0.01035834054140689
[55267, 55831],0.018020480295483643
[55267, 56023],0.011437414722593763
[55267, 55447],0.011483360308236608
[55267, 55835],0.014392814556178734
[55267, 250271],0.012735508285646865
[55267, 253613],0.011469990848027085
[55267, 270057],0.010005316719540835
[55267, 55347],0.011444240678964372
[55267, 55315, 55347],0.010829936087759999
[55267, 55323, 55347],0.01054058372457504
[55267, 305409],0.012163137102235823
[55871],0.023823178659737015
[55871, 55875],0.015578946859262314
[55871, 56761],0.010469297996042157
[55843, 55871],0.01246558334794665
[55871, 56769],0.01023527407651035
[55871, 253749],0.014822020856990312
[55851, 55871],0.01510876524991745
[89721],0.013556747722803849
[89717, 89721],0.015673634254376477
[55887],0.025979934426315427
[55871, 55887],0.013296408882449746
[55887, 56761],0.01090177865465593
[55291, 55887],0.010430291211739351
[55323, 55887],0.011983001416315212
[55531],0.010103565458441429
[55531, 55543],0.010103565458441429
[55267, 55531],0.010103565458441429
[55339, 55531],0.010103565458441429
[55295, 55531],0.010103565458441429
[55531, 55551],0.010103565458441429
[55679],0.024351100045219596
[55291],0.024456381391569755
[55291, 55387],0.01571085610979117
[55291, 55367, 55387],0.01125856703625138
[55291, 55295, 55387],0.010441797548398322
[55291, 55319, 55335],0.010228006645922643
[55291, 55335],0.012388495213821406
[55291, 55335, 55339],0.012388495213821406
[55291, 55339],0.013534103255647573
[55291, 55323, 55335],0.012388495213821406
[55291, 55315],0.025052179344754618
[55291, 55315, 55335],0.011633012236325449
[55291, 55307, 55315],0.011693454435876865
[55291, 55307],0.011693454435876865
[55291, 55295, 55307],0.011147401273120942
[55291, 55307, 55327],0.010991583093828685
[55267, 55291, 55307],0.010296855211828807
[55275, 55291],0.014846924222745686
[55291, 55831],0.012138891069577332
[55291, 250271],0.010284811699537965
[55291, 253613],0.010434914768479875
[55291, 270057],0.010005316719540835
[55291, 55347],0.011444240678964372
[55291, 305409],0.01304509927582592
[55719],0.012692020564305106
[55875],0.015578946859262314
[55875, 55887],0.014415339763935532
[55843, 55875],0.01246558334794665
[55843, 55875, 55883],0.010442666213436903
[55875, 253749],0.014822020856990312
[55851, 55875],0.012490305199117636
[55971],0.018028621131117934
[55843],0.01246558334794665
[55843, 56761],0.010367638792169113
[55843, 253749],0.014822020856990312
[55315],0.025052179344754618
[55315, 55875],0.015914238423272727
[55315, 55335, 55351],0.012388495213821406
[55267, 55315, 55335],0.010974099896380367
[55283, 55315, 55327],0.011448497335940843
[55315, 55327, 55335],0.013279277109629813
[55315, 55327, 55351],0.015876198399037943
[55307, 55315, 55327],0.010526544134475109
[55287, 55315, 55339],0.013534103255647573
[55287, 55315, 55335],0.011541476870375569
[55275, 55315],0.01450860435107046
[55295, 55315, 305409],0.010125567064991221
[55315, 55339],0.013534103255647573
[55291, 55315, 55339],0.012595822127495609
[55315, 55387],0.01571085610979117
[55315, 55335],0.012388495213821406
[55315, 55335, 55339],0.010396225499379899
[55315, 55335, 55343],0.01069369865915568
[55291, 55315, 55367],0.01069827652463556
[55315, 55323, 55367],0.01116921678790906
[55315, 55831],0.01401649081944716
[55315, 55463],0.0103832265539174
[55307, 55315],0.011693454435876865
[55315, 55347],0.011444240678964372
[55315, 55319, 55347],0.01064247393332832
[55315, 305409],0.015828805806753946
[56769],0.014153069066778172
[55875, 56769],0.011996728883428691
[55859, 56769],0.010836693497904708
[55315, 56769],0.01081448439406717
[55271, 56769],0.014153069066778172
[56765, 56769],0.014153069066778172
[55287, 56769],0.012318475597307064
[55307, 56769],0.010094226196707407
[55291, 56769],0.012399438980391251
[55295, 56769],0.014153069066778172
[55503],0.01375961697564699
[55463, 55503],0.010343853295309378
[55491, 55503],0.014678700633152133
[56041],0.012738933685388875
[55267, 56041],0.012738933685388875
[56023, 56041],0.0220363542210784
[55271, 56041],0.010059832592743808
[222395],0.01635168884992237
[203729],0.018203373305270814
[55275],0.014846924222745686
[55275, 55339],0.013534103255647573
[55275, 55335],0.012388495213821406
[239699],0.010213858015956187
[84771],0.0114227676520513
[55339],0.013534103255647573
[55319, 55327, 55339],0.012869833843581098
[55287, 55319, 55339],0.013416353699867
[55291, 55319, 55339],0.013534103255647573
[55335, 55339],0.012388495213821406
[55271, 55335, 55339],0.010567241750838218
[55335, 55339, 55351],0.010780814701400104
[55271, 55319, 55339],0.01086152842228851
[55271, 55323, 55339],0.013534103255647573
[55323, 55327, 55339],0.010175789216556291
[55315, 55327, 55339],0.01245142889164005
[55307, 55339],0.011693454435876865
[55287, 55291, 55339],0.013534103255647573
[55291, 55327, 55339],0.01136191091938158
[55327, 55335, 55339],0.01140267614487034
[55267, 55291, 55339],0.013534103255647573
[55339, 55559],0.01285002244519466
[55339, 55551],0.013534103255647573
[83795],0.01820626584328906
[83731],0.027265304416330464
[55543],0.014473008563635793
[55463, 55543],0.010078183878542474
[55267, 55543],0.013329510938366172
[55295, 55543],0.014473008563635793
[55543, 56769],0.011249456409301263
[55291, 55543],0.012140850392610663
[89185],0.012643565180084086
[86403],0.030522404881593197
[83815],0.010763225919831212
[83907],0.02052644554354461
[85143],0.01302424648752651
[55463],0.010343853295309378
[55463, 55491],0.01633592833372904
[78427],0.010279379980844255
[87055],0.0394649197662535
[78411],0.012385163391590697
[228831],0.019137168762409694
[238931],0.017400183538011666
[228951],0.01309283591982063
[84755],0.0162441426969306
[86187],0.010288254382761836
[222439],0.012238274179592463
[83135],0.013473829063426097
[89253],0.017646393319719025
[79043],0.010262928706307283
[55447],0.010449881656181508
[86971],0.020730926510455952
